0.0000	0.0000	0.0000
0.0040	0.0000	0.0000
0.0080	0.0000	0.0000
0.0120	0.0000	0.0000
0.0160	0.0000	0.0000
0.0200	0.0000	0.0000
0.0240	0.0000	0.0000
0.0280	0.0000	0.0000
0.0320	0.0000	0.0000
0.0360	0.0000	0.0000
0.0400	0.0000	0.0000
0.0440	0.0000	0.0000
0.0480	0.0000	0.0000
0.0520	0.0000	0.0000
0.0560	0.0000	0.0000
0.0600	0.0000	0.0000
0.0640	0.0000	0.0000
0.0680	0.0000	0.0000
0.0720	0.0000	0.0000
0.0760	0.0000	0.0000
0.0800	0.0000	0.0000
0.0840	0.0000	0.0000
0.0880	0.0000	0.0000
0.0920	0.0000	0.0000
0.0960	5.3430	6.5827e-3
0.1000	6.3910	7.8738e-3
0.1040	11.5540	0.0142
0.1080	17.2780	0.0213
0.1120	22.9680	0.0283
0.1160	26.9350	0.0332
0.1200	21.3640	0.0263
0.1240	22.2760	0.0274
0.1280	23.0910	0.0284
0.1320	23.8620	0.0294
0.1360	24.6910	0.0304
0.1400	30.3920	0.0374
0.1440	22.5170	0.0277
0.1480	23.5310	0.0290
0.1520	22.0210	0.0271
0.1560	21.7800	0.0268
0.1600	22.6140	0.0279
0.1640	22.8290	0.0281
0.1680	19.6800	0.0242
0.1720	19.4780	0.0240
0.1760	15.4550	0.0190
0.1800	11.6180	0.0143
0.1840	10.0950	0.0124
0.1880	8.7940	0.0108
0.1920	5.8610	7.2209e-3
0.1960	3.7050	4.5646e-3
0.2000	6.2740	7.7297e-3
0.2040	3.0320	3.7355e-3
0.2080	0.6740	8.3038e-4
0.2120	-2.5930	-3.1946e-3
0.2160	-4.9440	-6.0911e-3
0.2200	-4.7110	-5.8040e-3
0.2240	-3.1510	-3.8821e-3
0.2280	-1.2300	-1.5154e-3
0.2320	-3.5810	-4.4119e-3
0.2360	-8.9280	-0.0110
0.2400	-12.5700	-0.0155
0.2440	-11.3870	-0.0140
0.2480	-11.7350	-0.0145
0.2520	-16.8740	-0.0208
0.2560	-24.8780	-0.0307
0.2600	-27.3290	-0.0337
0.2640	-29.9870	-0.0369
0.2680	-33.9100	-0.0418
0.2720	-36.0661	-0.0444
0.2760	-38.4180	-0.0473
0.2800	-38.4440	-0.0474
0.2840	-42.2980	-0.0521
0.2880	-47.1740	-0.0581
0.2920	-48.3501	-0.0596
0.2960	-45.8170	-0.0564
0.3000	-49.6151	-0.0611
0.3040	-50.0110	-0.0616
0.3080	-50.8080	-0.0626
0.3120	-53.6410	-0.0661
0.3160	-56.2731	-0.0693
0.3200	-58.1400	-0.0716
0.3240	-60.0580	-0.0740
0.3280	-66.1790	-0.0815
0.3320	-75.1270	-0.0926
0.3360	-77.1980	-0.0951
0.3400	-77.4659	-0.0954
0.3440	-78.6340	-0.0969
0.3480	-84.7029	-0.1044
0.3520	-89.9119	-0.1108
0.3560	-95.0170	-0.1171
0.3600	-94.1670	-0.1160
0.3640	-93.7760	-0.1155
0.3680	-94.6890	-0.1167
0.3720	-97.8720	-0.1206
0.3760	-96.3990	-0.1188
0.3800	-99.0220	-0.1220
0.3840	-104.9151	-0.1293
0.3880	-111.1420	-0.1369
0.3920	-110.6969	-0.1364
0.3960	-114.0830	-0.1406
0.4000	-117.9720	-0.1453
0.4040	-117.3770	-0.1446
0.4080	-114.2150	-0.1407
0.4120	-124.9320	-0.1539
0.4160	-128.5970	-0.1584
0.4200	-133.4949	-0.1645
0.4240	-137.1860	-0.1690
0.4280	-140.7580	-0.1734
0.4320	-143.0591	-0.1763
0.4360	-146.6408	-0.1807
0.4400	-145.9479	-0.1798
0.4440	-143.3539	-0.1766
0.4480	-145.9940	-0.1799
0.4520	-148.9309	-0.1835
0.4560	-146.7498	-0.1808
0.4600	-146.5610	-0.1806
0.4640	-153.2701	-0.1888
0.4680	-158.0538	-0.1947
0.4720	-161.2013	-0.1986
0.4760	-159.7848	-0.1969
0.4800	-157.5780	-0.1941
0.4840	-161.3281	-0.1988
0.4880	-161.2240	-0.1986
0.4920	-161.7871	-0.1993
0.4960	-165.1941	-0.2035
0.5000	-166.3490	-0.2049
0.5040	-168.7419	-0.2079
0.5080	-174.5680	-0.2151
0.5120	-177.5170	-0.2187
0.5160	-180.2000	-0.2220
0.5200	-177.6920	-0.2189
0.5240	-181.7262	-0.2239
0.5280	-185.5949	-0.2287
0.5320	-188.9778	-0.2328
0.5360	-190.5881	-0.2348
0.5400	-191.1961	-0.2356
0.5440	-190.3601	-0.2345
0.5480	-190.2160	-0.2343
0.5520	-191.9620	-0.2365
0.5560	-195.8989	-0.2414
0.5600	-200.0969	-0.2465
0.5640	-202.7282	-0.2498
0.5680	-203.3940	-0.2506
0.5720	-206.6129	-0.2546
0.5760	-210.3551	-0.2592
0.5800	-213.2850	-0.2628
0.5840	-215.7889	-0.2659
0.5880	-213.7861	-0.2634
0.5920	-213.8599	-0.2635
0.5960	-215.1989	-0.2651
0.6000	-216.2549	-0.2664
0.6040	-221.1699	-0.2725
0.6080	-223.4700	-0.2753
0.6120	-228.1212	-0.2810
0.6160	-227.2991	-0.2800
0.6200	-226.4250	-0.2790
0.6240	-228.7759	-0.2819
0.6280	-223.8899	-0.2758
0.6320	-227.1820	-0.2799
0.6360	-231.5138	-0.2852
0.6400	-233.4740	-0.2876
0.6440	-236.1761	-0.2910
0.6480	-234.4459	-0.2888
0.6520	-237.2840	-0.2923
0.6560	-235.6041	-0.2903
0.6600	-237.4579	-0.2926
0.6640	-242.9820	-0.2994
0.6680	-243.0819	-0.2995
0.6720	-246.0219	-0.3031
0.6760	-242.5432	-0.2988
0.6800	-245.8569	-0.3029
0.6840	-248.3320	-0.3059
0.6880	-252.6900	-0.3113
0.6920	-254.6198	-0.3137
0.6960	-255.2870	-0.3145
0.7000	-255.8509	-0.3152
0.7040	-256.9632	-0.3166
0.7080	-254.6379	-0.3137
0.7120	-258.7061	-0.3187
0.7160	-262.4727	-0.3234
0.7200	-263.1334	-0.3242
0.7240	-265.8882	-0.3276
0.7280	-266.3569	-0.3282
0.7320	-266.7351	-0.3286
0.7360	-270.9110	-0.3338
0.7400	-269.3078	-0.3318
0.7440	-271.1129	-0.3340
0.7480	-271.4178	-0.3344
0.7520	-271.7749	-0.3348
0.7560	-269.3687	-0.3319
0.7600	-267.6951	-0.3298
0.7640	-271.8517	-0.3349
0.7680	-272.7320	-0.3360
0.7720	-275.0162	-0.3388
0.7760	-272.0543	-0.3352
0.7800	-273.3107	-0.3367
0.7840	-275.6770	-0.3396
0.7880	-273.6901	-0.3372
0.7920	-275.3390	-0.3392
0.7960	-277.3568	-0.3417
0.8000	-277.7801	-0.3422
0.8040	-278.4388	-0.3430
0.8080	-279.6002	-0.3445
0.8120	-279.2820	-0.3441
0.8160	-278.6721	-0.3433
0.8200	-279.6511	-0.3445
0.8240	-283.4641	-0.3492
0.8280	-282.7911	-0.3484
0.8320	-282.9071	-0.3485
0.8360	-282.4180	-0.3479
0.8400	-282.2437	-0.3477
0.8440	-282.1692	-0.3476
0.8480	-281.7049	-0.3471
0.8520	-283.5031	-0.3493
0.8560	-286.3083	-0.3527
0.8600	-283.7758	-0.3496
0.8640	-283.7075	-0.3495
0.8680	-281.0292	-0.3462
0.8720	-282.0436	-0.3475
0.8760	-283.7748	-0.3496
0.8800	-283.2561	-0.3490
